gene,n_metabolites,n_cell_types,n_associations,sfari_score,is_sfari,is_hub
PALM3,0,0,0,NA,FALSE,FALSE
MISP3,0,0,0,NA,FALSE,FALSE
C19orf67,0,0,0,NA,FALSE,FALSE
SAMD1,0,0,0,NA,FALSE,FALSE
PRKACA,0,0,0,NA,FALSE,FALSE
SMIM46,0,0,0,NA,FALSE,FALSE
ENSG00000267783,0,0,0,NA,FALSE,FALSE
ASF1B,0,0,0,NA,FALSE,FALSE
ADGRL1-AS1,0,0,0,NA,FALSE,FALSE
ADGRL1,0,0,0,3,TRUE,FALSE
ENSG00000287254,0,0,0,NA,FALSE,FALSE
ENSG00000267723,0,0,0,NA,FALSE,FALSE
ENSG00000267406,0,0,0,NA,FALSE,FALSE
LINC01841,0,0,0,NA,FALSE,FALSE
LINC01842,0,0,0,NA,FALSE,FALSE
ADGRE5,0,0,0,NA,FALSE,FALSE
ENSG00000267379,0,0,0,NA,FALSE,FALSE
DDX39A,0,0,0,NA,FALSE,FALSE
PKN1,0,0,0,NA,FALSE,FALSE
ENSG00000267474,0,0,0,NA,FALSE,FALSE
PTGER1,0,0,0,NA,FALSE,FALSE
GIPC1,0,0,0,NA,FALSE,FALSE
DNAJB1,0,0,0,NA,FALSE,FALSE
TECR,0,0,0,NA,FALSE,FALSE
NDUFB7,0,0,0,NA,FALSE,FALSE
CLEC17A,0,0,0,NA,FALSE,FALSE
ADGRE3,0,0,0,NA,FALSE,FALSE
ZNF333,0,0,0,NA,FALSE,FALSE
ADGRE2,0,0,0,NA,FALSE,FALSE
OR7C1,0,0,0,NA,FALSE,FALSE
OR7A5,0,0,0,NA,FALSE,FALSE
OR7A10,0,0,0,NA,FALSE,FALSE
ENSG00000290701,0,0,0,NA,FALSE,FALSE
OR7A17,0,0,0,NA,FALSE,FALSE
ENSG00000290507,0,0,0,NA,FALSE,FALSE
OR7C2,0,0,0,NA,FALSE,FALSE
SLC1A6,0,0,0,NA,FALSE,FALSE
CCDC105,0,0,0,NA,FALSE,FALSE
CASP14,0,0,0,NA,FALSE,FALSE
OR1I1,0,0,0,NA,FALSE,FALSE
SYDE1,0,0,0,NA,FALSE,FALSE
ILVBL,0,0,0,NA,FALSE,FALSE
ILVBL-AS1,0,0,0,NA,FALSE,FALSE
NOTCH3,0,0,0,NA,FALSE,FALSE
ENSG00000269635,0,0,0,NA,FALSE,FALSE
EPHX3,0,0,0,NA,FALSE,FALSE
BRD4,0,0,0,2,TRUE,FALSE
ENSG00000290008,0,0,0,NA,FALSE,FALSE
ENSG00000273218,0,0,0,NA,FALSE,FALSE
AKAP8,0,0,0,NA,FALSE,FALSE
ENSG00000268189,0,0,0,NA,FALSE,FALSE
AKAP8L,0,0,0,NA,FALSE,FALSE
WIZ,0,0,0,NA,FALSE,FALSE
RASAL3,0,0,0,NA,FALSE,FALSE
PGLYRP2,0,0,0,NA,FALSE,FALSE
CYP4F22,0,0,0,NA,FALSE,FALSE
ENSG00000290595,0,0,0,NA,FALSE,FALSE
ENSG00000266951,0,0,0,NA,FALSE,FALSE
CYP4F8,0,0,0,NA,FALSE,FALSE
CYP4F3,0,0,0,NA,FALSE,FALSE
CYP4F12,0,0,0,NA,FALSE,FALSE
OR10H2,0,0,0,NA,FALSE,FALSE
OR10H3,0,0,0,NA,FALSE,FALSE
ENSG00000268673,0,0,0,NA,FALSE,FALSE
OR10H5,0,0,0,NA,FALSE,FALSE
OR10H1,0,0,0,NA,FALSE,FALSE
LINC01764,0,0,0,NA,FALSE,FALSE
UCA1,0,0,0,NA,FALSE,FALSE
CLEC4OP,0,0,0,NA,FALSE,FALSE
CYP4F2,0,0,0,NA,FALSE,FALSE
CYP4F11,0,0,0,NA,FALSE,FALSE
OR10H4,0,0,0,NA,FALSE,FALSE
LINC00661,0,0,0,NA,FALSE,FALSE
LINC00905,0,0,0,NA,FALSE,FALSE
LINC01855,0,0,0,NA,FALSE,FALSE
TPM4,0,0,0,NA,FALSE,FALSE
ENSG00000267373,0,0,0,NA,FALSE,FALSE
RAB8A,0,0,0,NA,FALSE,FALSE
ENSG00000269243,0,0,0,NA,FALSE,FALSE
HSH2D,0,0,0,NA,FALSE,FALSE
CIB3,0,0,0,NA,FALSE,FALSE
FAM32A,0,0,0,NA,FALSE,FALSE
ENSG00000267033,0,0,0,NA,FALSE,FALSE
ENSG00000287961,0,0,0,NA,FALSE,FALSE
AP1M1,0,0,0,NA,FALSE,FALSE
KLF2-DT,0,0,0,NA,FALSE,FALSE
ENSG00000289333,0,0,0,NA,FALSE,FALSE
KLF2,0,0,0,NA,FALSE,FALSE
ENSG00000277825,0,0,0,NA,FALSE,FALSE
EPS15L1,0,0,0,NA,FALSE,FALSE
ENSG00000290070,0,0,0,NA,FALSE,FALSE
ENSG00000267703,0,0,0,NA,FALSE,FALSE
ENSG00000289330,0,0,0,NA,FALSE,FALSE
CALR3,0,0,0,NA,FALSE,FALSE
C19orf44,0,0,0,NA,FALSE,FALSE
CHERP,0,0,0,NA,FALSE,FALSE
ENSG00000269399,0,0,0,NA,FALSE,FALSE
SLC35E1,0,0,0,NA,FALSE,FALSE
ENSG00000268309,0,0,0,NA,FALSE,FALSE
ENSG00000269085,0,0,0,NA,FALSE,FALSE
ENSG00000279529,0,0,0,NA,FALSE,FALSE
MED26,0,0,0,NA,FALSE,FALSE
ENSG00000269578,0,0,0,NA,FALSE,FALSE
ENSG00000268087,0,0,0,NA,FALSE,FALSE
ENSG00000269427,0,0,0,NA,FALSE,FALSE
SMIM7,0,0,0,NA,FALSE,FALSE
ENSG00000269044,0,0,0,NA,FALSE,FALSE
ENSG00000267904,0,0,0,NA,FALSE,FALSE
TMEM38A,0,0,0,NA,FALSE,FALSE
NWD1,0,0,0,NA,FALSE,FALSE
ENSG00000269799,0,0,0,NA,FALSE,FALSE
SIN3B,0,0,0,2,TRUE,FALSE
ENSG00000268743,0,0,0,NA,FALSE,FALSE
F2RL3,0,0,0,NA,FALSE,FALSE
CPAMD8,0,0,0,NA,FALSE,FALSE
ENSG00000268985,0,0,0,NA,FALSE,FALSE
HAUS8,0,0,0,NA,FALSE,FALSE
ENSG00000268289,0,0,0,NA,FALSE,FALSE
MYO9B,0,0,0,2,TRUE,FALSE
ENSG00000269066,0,0,0,NA,FALSE,FALSE
ENSG00000268056,0,0,0,NA,FALSE,FALSE
ENSG00000269836,0,0,0,NA,FALSE,FALSE
ENSG00000269480,0,0,0,NA,FALSE,FALSE
USE1,0,0,0,NA,FALSE,FALSE
OCEL1,0,0,0,NA,FALSE,FALSE
NR2F6,0,0,0,NA,FALSE,FALSE
USHBP1,0,0,0,NA,FALSE,FALSE
BABAM1,0,0,0,NA,FALSE,FALSE
ANKLE1,0,0,0,NA,FALSE,FALSE
ABHD8,0,0,0,NA,FALSE,FALSE
MRPL34,0,0,0,NA,FALSE,FALSE
ENSG00000269815,0,0,0,NA,FALSE,FALSE
DDA1,0,0,0,NA,FALSE,FALSE
ANO8,0,0,0,NA,FALSE,FALSE
GTPBP3,0,0,0,NA,FALSE,FALSE
PLVAP,0,0,0,NA,FALSE,FALSE
ENSG00000269350,0,0,0,NA,FALSE,FALSE
CCDC194,0,0,0,NA,FALSE,FALSE
BST2,0,0,0,NA,FALSE,FALSE
BISPR,0,0,0,NA,FALSE,FALSE
MVB12A,0,0,0,NA,FALSE,FALSE
ENSG00000269481,0,0,0,NA,FALSE,FALSE
ENSG00000269053,0,0,0,NA,FALSE,FALSE
TMEM221,0,0,0,NA,FALSE,FALSE
ENSG00000269736,0,0,0,NA,FALSE,FALSE
NXNL1,0,0,0,NA,FALSE,FALSE
SLC27A1,0,0,0,NA,FALSE,FALSE
PGLS-DT,0,0,0,NA,FALSE,FALSE
PGLS,0,0,0,NA,FALSE,FALSE
ENSG00000269161,0,0,0,NA,FALSE,FALSE
NIBAN3,0,0,0,NA,FALSE,FALSE
COLGALT1,0,0,0,NA,FALSE,FALSE
UNC13A,0,0,0,2,TRUE,FALSE
ENSG00000269752,0,0,0,NA,FALSE,FALSE
MAP1S,0,0,0,NA,FALSE,FALSE
ENSG00000268112,0,0,0,NA,FALSE,FALSE
FCHO1,0,0,0,NA,FALSE,FALSE
B3GNT3,0,0,0,NA,FALSE,FALSE
INSL3,0,0,0,NA,FALSE,FALSE
JAK3,0,0,0,NA,FALSE,FALSE
RPL18A,3,2,3,NA,FALSE,FALSE
SLC5A5,0,0,0,NA,FALSE,FALSE
CCDC124,0,0,0,NA,FALSE,FALSE
KCNN1,0,0,0,NA,FALSE,FALSE
ARRDC2,0,0,0,NA,FALSE,FALSE
IL12RB1,0,0,0,NA,FALSE,FALSE
MAST3,0,0,0,3,TRUE,FALSE
MAST3-AS1,0,0,0,NA,FALSE,FALSE
PIK3R2,0,0,0,NA,FALSE,FALSE
IFI30,0,0,0,NA,FALSE,FALSE
MPV17L2,0,0,0,NA,FALSE,FALSE
RAB3A,0,0,0,NA,FALSE,FALSE
ENSG00000268650,0,0,0,NA,FALSE,FALSE
PDE4C,0,0,0,NA,FALSE,FALSE
ENSG00000284797,0,0,0,NA,FALSE,FALSE
IQCN,0,0,0,NA,FALSE,FALSE
JUND,0,0,0,NA,FALSE,FALSE
LSM4,0,0,0,NA,FALSE,FALSE
PGPEP1,0,0,0,NA,FALSE,FALSE
GDF15,0,0,0,NA,FALSE,FALSE
LRRC25,0,0,0,NA,FALSE,FALSE
SSBP4,0,0,0,NA,FALSE,FALSE
ISYNA1,0,0,0,NA,FALSE,FALSE
ENSG00000268199,0,0,0,NA,FALSE,FALSE
ELL,0,0,0,NA,FALSE,FALSE
ENSG00000268938,0,0,0,NA,FALSE,FALSE
FKBP8,0,0,0,NA,FALSE,FALSE
ENSG00000269191,0,0,0,NA,FALSE,FALSE
KXD1,0,0,0,NA,FALSE,FALSE
ENSG00000268030,0,0,0,NA,FALSE,FALSE
KXD1-AS1,0,0,0,NA,FALSE,FALSE
UBA52,3,2,3,NA,FALSE,FALSE
CRLF1,0,0,0,NA,FALSE,FALSE
REX1BD,0,0,0,NA,FALSE,FALSE
TMEM59L,0,0,0,NA,FALSE,FALSE
KLHL26,0,0,0,NA,FALSE,FALSE
CRTC1,0,0,0,NA,FALSE,FALSE
COMP,0,0,0,NA,FALSE,FALSE
UPF1,0,0,0,NA,FALSE,FALSE
GDF1,0,0,0,NA,FALSE,FALSE
CERS1,0,0,0,NA,FALSE,FALSE
ENSG00000269694,0,0,0,NA,FALSE,FALSE
COPE,0,0,0,NA,FALSE,FALSE
DDX49,0,0,0,NA,FALSE,FALSE
HOMER3,0,0,0,NA,FALSE,FALSE
HOMER3-AS1,0,0,0,NA,FALSE,FALSE
SUGP2,0,0,0,NA,FALSE,FALSE
ARMC6,0,0,0,NA,FALSE,FALSE
SLC25A42,0,0,0,NA,FALSE,FALSE
ENSG00000288837,0,0,0,NA,FALSE,FALSE
TMEM161A,0,0,0,NA,FALSE,FALSE
MEF2B,0,0,0,NA,FALSE,FALSE
BORCS8,0,0,0,NA,FALSE,FALSE
RFXANK,0,0,0,NA,FALSE,FALSE
NR2C2AP,0,0,0,NA,FALSE,FALSE
NCAN,0,0,0,NA,FALSE,FALSE
HAPLN4,0,0,0,NA,FALSE,FALSE
TM6SF2,0,0,0,NA,FALSE,FALSE
SUGP1,0,0,0,NA,FALSE,FALSE
MAU2,0,0,0,NA,FALSE,FALSE
GATAD2A,0,0,0,NA,FALSE,FALSE
ENSG00000267234,0,0,0,NA,FALSE,FALSE
TSSK6,0,0,0,NA,FALSE,FALSE
NDUFA13,0,0,0,NA,FALSE,FALSE
YJEFN3,0,0,0,NA,FALSE,FALSE
CILP2,0,0,0,NA,FALSE,FALSE
PBX4,0,0,0,NA,FALSE,FALSE
ENSG00000259242,0,0,0,NA,FALSE,FALSE
LPAR2,0,0,0,NA,FALSE,FALSE
GMIP,0,0,0,NA,FALSE,FALSE
ATP13A1,0,0,0,NA,FALSE,FALSE
ZNF101,0,0,0,NA,FALSE,FALSE
ZNF14,0,0,0,NA,FALSE,FALSE
ENSG00000286080,0,0,0,NA,FALSE,FALSE
LINC00663,0,0,0,NA,FALSE,FALSE
ENSG00000287533,0,0,0,NA,FALSE,FALSE
ENSG00000291177,0,0,0,NA,FALSE,FALSE
ZNF506,0,0,0,NA,FALSE,FALSE
ENSG00000267481,0,0,0,NA,FALSE,FALSE
ZNF253,0,0,0,NA,FALSE,FALSE
ENSG00000267565,0,0,0,NA,FALSE,FALSE
ZNF93,0,0,0,NA,FALSE,FALSE
ZNF682,0,0,0,NA,FALSE,FALSE
ZNF90,0,0,0,NA,FALSE,FALSE
ENSG00000267383,0,0,0,NA,FALSE,FALSE
ZNF486,0,0,0,NA,FALSE,FALSE
ENSG00000291130,0,0,0,NA,FALSE,FALSE
ENSG00000269043,0,0,0,NA,FALSE,FALSE
ZNF737,0,0,0,NA,FALSE,FALSE
ENSG00000268560,0,0,0,NA,FALSE,FALSE
ZNF626,0,0,0,2,TRUE,FALSE
ENSG00000288815,0,0,0,NA,FALSE,FALSE
ENSG00000268416,0,0,0,NA,FALSE,FALSE
ZNF66,0,0,0,NA,FALSE,FALSE
ZNF85,0,0,0,NA,FALSE,FALSE
ENSG00000268326,0,0,0,NA,FALSE,FALSE
ENSG00000289297,0,0,0,NA,FALSE,FALSE
ZNF430,0,0,0,NA,FALSE,FALSE
ZNF714,0,0,0,NA,FALSE,FALSE
ZNF431,0,0,0,NA,FALSE,FALSE
ZNF708,0,0,0,NA,FALSE,FALSE
ZNF738,0,0,0,NA,FALSE,FALSE
ZNF493,0,0,0,NA,FALSE,FALSE
ENSG00000268119,0,0,0,NA,FALSE,FALSE
LINC00664,0,0,0,NA,FALSE,FALSE
ZNF429,0,0,0,NA,FALSE,FALSE
ENSG00000268081,0,0,0,NA,FALSE,FALSE
ENSG00000268555,0,0,0,NA,FALSE,FALSE
ENSG00000268240,0,0,0,NA,FALSE,FALSE
ZNF100,0,0,0,NA,FALSE,FALSE
ENSG00000268184,0,0,0,NA,FALSE,FALSE
ZNF43,0,0,0,NA,FALSE,FALSE
ZNF208,0,0,0,NA,FALSE,FALSE
ENSG00000269504,0,0,0,NA,FALSE,FALSE
ZNF257,0,0,0,NA,FALSE,FALSE
ZNF676,0,0,0,NA,FALSE,FALSE
ENSG00000267872,0,0,0,NA,FALSE,FALSE
ENSG00000268597,0,0,0,NA,FALSE,FALSE
ZNF729,0,0,0,NA,FALSE,FALSE
ZNF98,0,0,0,NA,FALSE,FALSE
ENSG00000269796,0,0,0,NA,FALSE,FALSE
ENSG00000270947,0,0,0,NA,FALSE,FALSE
ENSG00000286157,0,0,0,NA,FALSE,FALSE
ENSG00000260599,0,0,0,NA,FALSE,FALSE
LINC01233,0,0,0,NA,FALSE,FALSE
GOLGA2P9,0,0,0,NA,FALSE,FALSE
LINC01785,0,0,0,NA,FALSE,FALSE
ZNF492,0,0,0,NA,FALSE,FALSE
ENSG00000268981,0,0,0,NA,FALSE,FALSE
ZNF99,0,0,0,NA,FALSE,FALSE
ZNF723,0,0,0,NA,FALSE,FALSE
ENSG00000268296,0,0,0,NA,FALSE,FALSE
ZNF728,0,0,0,NA,FALSE,FALSE
LINC01859,0,0,0,NA,FALSE,FALSE
LINC01858,0,0,0,NA,FALSE,FALSE
ENSG00000269543,0,0,0,NA,FALSE,FALSE
ENSG00000267886,0,0,0,NA,FALSE,FALSE
ZNF730,0,0,0,NA,FALSE,FALSE
ZNF724,0,0,0,NA,FALSE,FALSE
ENSG00000284428,0,0,0,NA,FALSE,FALSE
ZNF91,0,0,0,NA,FALSE,FALSE
ENSG00000267934,0,0,0,NA,FALSE,FALSE
LINC01224,0,0,0,NA,FALSE,FALSE
ZNF675,0,0,0,NA,FALSE,FALSE
ZNF681,0,0,0,NA,FALSE,FALSE
RPSA2,0,0,0,NA,FALSE,FALSE
ENSG00000267924,0,0,0,NA,FALSE,FALSE
ENSG00000287399,0,0,0,NA,FALSE,FALSE
ZNF726,0,0,0,NA,FALSE,FALSE
ENSG00000269289,0,0,0,NA,FALSE,FALSE
ENSG00000269397,0,0,0,NA,FALSE,FALSE
ENSG00000268362,0,0,0,NA,FALSE,FALSE
ZNF254,0,0,0,NA,FALSE,FALSE
ENSG00000276030,0,0,0,NA,FALSE,FALSE
ERVK-28,0,0,0,NA,FALSE,FALSE
LINC00662,0,0,0,NA,FALSE,FALSE
ENSG00000261770,0,0,0,NA,FALSE,FALSE
LINC02987,0,0,0,NA,FALSE,FALSE
ENSG00000281468,0,0,0,NA,FALSE,FALSE
ENSG00000266977,0,0,0,NA,FALSE,FALSE
ENSG00000290593,0,0,0,NA,FALSE,FALSE
ENSG00000267509,0,0,0,NA,FALSE,FALSE
ENSG00000266928,0,0,0,NA,FALSE,FALSE
ENSG00000267320,0,0,0,NA,FALSE,FALSE
ENSG00000267238,0,0,0,NA,FALSE,FALSE
ENSG00000260725,0,0,0,NA,FALSE,FALSE
ENSG00000267243,0,0,0,NA,FALSE,FALSE
ENSG00000266893,0,0,0,NA,FALSE,FALSE
ENSG00000267423,0,0,0,NA,FALSE,FALSE
ENSG00000267537,0,0,0,NA,FALSE,FALSE
ENSG00000266976,0,0,0,NA,FALSE,FALSE
ENSG00000290606,0,0,0,NA,FALSE,FALSE
ENSG00000267617,0,0,0,NA,FALSE,FALSE
LINC00906,0,0,0,NA,FALSE,FALSE
ENSG00000267683,0,0,0,NA,FALSE,FALSE
ENSG00000267027,0,0,0,NA,FALSE,FALSE
ENSG00000267240,0,0,0,NA,FALSE,FALSE
LINC01532,0,0,0,NA,FALSE,FALSE
ENSG00000288017,0,0,0,NA,FALSE,FALSE
UQCRFS1,0,0,0,NA,FALSE,FALSE
UQCRFS1-DT,0,0,0,NA,FALSE,FALSE
ENSG00000276251,0,0,0,NA,FALSE,FALSE
ENSG00000276631,0,0,0,NA,FALSE,FALSE
ENSG00000287272,0,0,0,NA,FALSE,FALSE
VSTM2B-DT,0,0,0,NA,FALSE,FALSE
ENSG00000267574,0,0,0,NA,FALSE,FALSE
ENSG00000266248,0,0,0,NA,FALSE,FALSE
VSTM2B,0,0,0,NA,FALSE,FALSE
POP4,0,0,0,NA,FALSE,FALSE
PLEKHF1,0,0,0,NA,FALSE,FALSE
C19orf12,0,0,0,NA,FALSE,FALSE
ENSG00000289030,0,0,0,NA,FALSE,FALSE
ENSG00000286867,0,0,0,NA,FALSE,FALSE
CCNE1,0,0,0,NA,FALSE,FALSE
ENSG00000286538,0,0,0,NA,FALSE,FALSE
URI1,0,0,0,NA,FALSE,FALSE
ENSG00000267006,0,0,0,NA,FALSE,FALSE
ENSG00000287859,0,0,0,NA,FALSE,FALSE
ENSG00000288072,0,0,0,NA,FALSE,FALSE
ENSG00000267223,0,0,0,NA,FALSE,FALSE
ZNF536,0,0,0,3,TRUE,FALSE
ENSG00000289187,0,0,0,NA,FALSE,FALSE
ENSG00000267760,0,0,0,NA,FALSE,FALSE
ENSG00000267081,0,0,0,NA,FALSE,FALSE
LINC01834,0,0,0,NA,FALSE,FALSE
ENSG00000267378,0,0,0,NA,FALSE,FALSE
ENSG00000284430,0,0,0,NA,FALSE,FALSE
TSHZ3,1,1,1,1,TRUE,FALSE
LINC01791,0,0,0,NA,FALSE,FALSE
TSHZ3-AS1,0,0,0,NA,FALSE,FALSE
ENSG00000267636,0,0,0,NA,FALSE,FALSE
LINC02959,0,0,0,NA,FALSE,FALSE
LINC02841,0,0,0,NA,FALSE,FALSE
ENSG00000261400,0,0,0,NA,FALSE,FALSE
THEG5,0,0,0,NA,FALSE,FALSE
LINC01837,0,0,0,NA,FALSE,FALSE
LINC01533,0,0,0,NA,FALSE,FALSE
LINC01782,0,0,0,NA,FALSE,FALSE
ENSG00000267133,0,0,0,NA,FALSE,FALSE
ENSG00000286041,0,0,0,NA,FALSE,FALSE
ENSG00000288790,0,0,0,NA,FALSE,FALSE
ZNF507,0,0,0,NA,FALSE,FALSE
DPY19L3-DT,0,0,0,NA,FALSE,FALSE
DPY19L3,0,0,0,NA,FALSE,FALSE
PDCD5,0,0,0,NA,FALSE,FALSE
ANKRD27,0,0,0,NA,FALSE,FALSE
ENSG00000267557,0,0,0,NA,FALSE,FALSE
RGS9BP,0,0,0,NA,FALSE,FALSE
NUDT19-DT,0,0,0,NA,FALSE,FALSE
NUDT19,0,0,0,NA,FALSE,FALSE
ENSG00000290058,0,0,0,NA,FALSE,FALSE
ENSG00000267567,0,0,0,NA,FALSE,FALSE
TDRD12,0,0,0,NA,FALSE,FALSE
SLC7A9,0,0,0,NA,FALSE,FALSE
ENSG00000267555,0,0,0,NA,FALSE,FALSE
CEP89,0,0,0,NA,FALSE,FALSE
FAAP24,0,0,0,NA,FALSE,FALSE
RHPN2,0,0,0,NA,FALSE,FALSE
GPATCH1,0,0,0,NA,FALSE,FALSE
WDR88,0,0,0,NA,FALSE,FALSE
ENSG00000289378,0,0,0,NA,FALSE,FALSE
LRP3,0,0,0,NA,FALSE,FALSE
ENSG00000267054,0,0,0,NA,FALSE,FALSE
ENSG00000273420,0,0,0,NA,FALSE,FALSE
SLC7A10,0,0,0,NA,FALSE,FALSE
ENSG00000267714,0,0,0,NA,FALSE,FALSE
ENSG00000270212,0,0,0,NA,FALSE,FALSE
ENSG00000267580,0,0,0,NA,FALSE,FALSE
CEBPA,0,0,0,NA,FALSE,FALSE
ENSG00000267727,0,0,0,NA,FALSE,FALSE
CEBPA-DT,0,0,0,NA,FALSE,FALSE
