gene,logFC,AveExpr,t,P.Value,adj.P.Val,B,dropped_covariates,Compound.ID,Name,cell_type,n_samples,FDR_global,Super.Class,Class,Sub.Class,Pathways,KEGG,Exogenous_Flag,Annotation_Confidence,n_nonzero,max_cooks,loo_unstable,max_dfb,dfb_cut,stable
EIF1,-0.8206615340848631,6.457562925337854,-8.192868781724382,9.48744800315831e-7,2.1651567506782133e-4,6.020585307212137,NA,Amide-Neg-000142,Pyrrole-2-Carboxylic Acid,EN-Non-IT-Immature,11,0.0875894278284385,Organoheterocyclic compounds,Pyrroles,Pyrrole carboxylic acids and derivatives,NA,C05942,NA,high,11,0.4856622801316311,FALSE,0.34799220130581576,0.6030226891555273,TRUE
ADAMTS19,1.6286018308108454,3.3384339279033557,7.788186520391944,1.90380876626329e-8,1.5770940285417734e-5,9.322580693500036,NA,Amide-Neg-000344,L-Ornithine,IN-CGE-Immature,15,0.01738672876944471,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",map00330;R-HSA-351202;R-HSA-352230;R-HSA-420499;R-HSA-70635;R-HSA-71288;R-HSA-8964539;WP2525;WP3580;WP3602;WP4225;WP4571;WP4583;WP4595;WP497;WP5026;WP5078;WP661,C00077,NA,high,8,0.2445498586229196,FALSE,0.5104127732127884,0.5163977794943222,TRUE
SYT4,1.2755794715654685,4.028253566300585,6.495660715405163,5.167783566953868e-7,1.3285658752905022e-4,6.292705810094458,NA,Amide-Neg-000344,L-Ornithine,IN-CGE-Immature,15,0.06449390256029909,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",map00330;R-HSA-351202;R-HSA-352230;R-HSA-420499;R-HSA-70635;R-HSA-71288;R-HSA-8964539;WP2525;WP3580;WP3602;WP4225;WP4571;WP4583;WP4595;WP497;WP5026;WP5078;WP661,C00077,NA,high,11,0.24912582897105756,FALSE,0.41322449461887995,0.5163977794943222,TRUE
FOXP2,2.81806455724798,4.116154421051505,11.518218131236054,9.581090806142175e-12,1.4286364501038598e-7,15.802462616423211,NA,Amide-Neg-000484,L-Lysine,IN-CGE-Immature,15,8.493389424258609e-4,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",map00310;map00780;R-HSA-196780;R-HSA-264876;R-HSA-2980736;R-HSA-352230;R-HSA-379716;R-HSA-379724;R-HSA-379726;R-HSA-420499;R-HSA-442660;R-HSA-5223345;R-HSA-5619094;R-HSA-5619113;R-HSA-5660883;R-HSA-5689603;R-HSA-71064;WP4228;WP661,C00047,NA,high,10,0.3377872495545511,FALSE,0.40637007653150803,0.5163977794943222,TRUE
TRPS1,1.993182161399903,4.102040372031551,9.958269443173412,2.5421705093341476e-10,1.895315223234074e-6,13.077458558496234,NA,Amide-Neg-000697,Dl-Arginine,IN-CGE-Immature,15,0.00310426865921797,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",WP5029;WP5078;WP5192,C02385,NA,high,10,0.3926563149135928,FALSE,0.49556528107733006,0.5163977794943222,TRUE
ENSG00000259345,2.497333894633086,3.2701911426737276,7.111479912195095,1.2514721999687387e-6,9.186464617349472e-4,5.392104331244797,NA,C18-Neg-000020,Methyl Dihydrogen Phosphate,IN-CGE-Immature,10,0.09852555659241916,Organic acids and derivatives,Organic phosphoric acids and derivatives,Phosphate esters,NA,NA,NA,high,6,0.40230893497601566,FALSE,0.37205662641425585,0.6324555320336759,TRUE
DNAH14,-1.2093149882843153,3.9908326389269746,-6.2604583485772265,1.1922315275374654e-6,0.00186635041162004,5.418607726706946,NA,C8-Neg-003439,Dgdg(18:0_11:1),IN-CGE-Immature,17,0.09651894446568872,Lipids and lipid-like molecules,Glycerolipids,Glycosyldiacylglycerols,NA,NA,NA,NA,13,0.5546948642133069,FALSE,0.4670349121221945,0.48507125007266594,TRUE
MIR646HG,2.565835260081161,4.530413726227847,6.504643259902441,1.0929030247541203e-6,0.01678699046022328,-3.698805627850404,NA,C8-Pos-003474,"1,2-Dimyristoyl-Sn-Glycero-3-Pc",IN-CGE-Immature,16,0.0929780539344974,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,NA,NA,NA,high,12,0.22961808674585896,FALSE,0.3537512851862419,0.5,TRUE
CCK,-1.5954420549529658,5.359482321382216,-8.029734524063956,1.5452199987395426e-7,0.00219004030421355,6.010287727880817,NA,C8-Pos-005020,Pc(11:1_29:4),IN-CGE-Immature,12,0.03774355039676373,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,NA,NA,NA,NA,10,0.48052149236128655,FALSE,0.4556464094902232,0.5773502691896258,TRUE
ROBO1,0.29962760355095536,11.2946271937015,7.336760465564666,5.314670806183223e-8,7.960313933501232e-4,8.435598194461763,NA,Amide-Pos-001385,"[2,2'-Biquinoline]-4,4'-Dicarboxylic Acid",IN-MGE-Immature,16,0.0261058337989001,Organoheterocyclic compounds,Quinolines and derivatives,Quinoline carboxylic acids,NA,NA,NA,high,16,0.20099064197187472,FALSE,0.49020971556538534,0.5,TRUE
ENSG00000254987,1.5590133174261676,4.090460785684677,6.255248454248007,1.229902611085015e-6,0.01825544445633487,-3.005308680910903,NA,C8-Pos-003759,Pe 16:0_18:1,IN-MGE-Immature,14,0.0979934410468688,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoethanolamines,NA,NA,NA,high,11,0.41415093505442446,FALSE,0.369732936059038,0.5345224838248488,TRUE
SEMA3C,-0.9404843289722912,6.804903786914856,-6.387038149003028,7.829645561765979e-7,0.01171001790217719,5.112081935467245,NA,C8-Pos-005189,Ps 22:4_22:5,IN-MGE-Immature,15,0.07887248264163892,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoserines,NA,substance,NA,high,15,0.34455549225151405,FALSE,0.4732123006064093,0.5163977794943222,TRUE
ENSG00000239381,1.4654899449091,7.3832007850674355,7.448808257481687,9.194621888776792e-7,0.00225651345520397,5.959588349523742,NA,C18-Pos-000574,L-(-)-Methionine,IN-MGE-SST,10,0.08625179592985209,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",map00270;R-HSA-1237112;R-HSA-156581;R-HSA-1614635;R-HSA-196741;R-HSA-2514856;R-HSA-2514859;R-HSA-352230;R-HSA-379716;R-HSA-379724;R-HSA-379726;R-HSA-442660;R-HSA-5579024;R-HSA-5579029;R-HSA-5619044;R-HSA-5619094;R-HSA-5659735;R-HSA-5676934;R-HSA-6782315;R-HSA-6782861;R-HSA-6798163;R-HSA-71240;R-HSA-947581;R-HSA-9759218;R-HSA-9857492;WP1533;WP1589;WP176;WP2333;WP241;WP2525;WP3580;WP3996;WP4224;WP4259;WP4288;WP4292;WP4313;WP4504;WP4583;WP5150;WP5402;WP661;WP704,C00073,NA,high,10,0.5274505887464424,FALSE,0.45072351200452065,0.6324555320336759,TRUE
DGKB,-2.1094744962234326,5.415572363094954,-6.762735908280706,1.1985606599558485e-6,0.00116807227316822,5.614156253551619,NA,C8-Pos-005214,Pc(14:1_28:3),IN-MGE-SST,12,0.0968821886748181,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,NA,NA,NA,NA,10,0.6360687868103756,FALSE,0.48654519297648113,0.5773502691896258,TRUE
BMPER,1.589564962215687,7.068732416275312,7.196750665060647,6.517843772074232e-8,2.1476295228984595e-4,8.031644756453847,NA,Amide-Neg-001943,5'-Xanthylic Acid,OPC,10,0.0288025812518098,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine ribonucleotides,map00250;R-HSA-73817;R-HSA-74259;R-HSA-8956319;R-HSA-8956320;WP4224;WP4792,C00655,NA,high,10,1.5260192950286746,FALSE,0.6268614537335427,0.6324555320336759,TRUE
MSC-AS1,2.3525549801882626,4.416219571861817,6.432513175413946,1.0913885419183771e-6,0.01467371894609258,3.223565074799252,NA,Amide-Pos-000171,Cytosine,OPC,11,0.0929780539344974,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,R-HSA-425397;R-HSA-83936;WP3585;WP4584,C00380,NA,high,8,0.20067161185623225,FALSE,0.3988530073574348,0.6030226891555273,TRUE
ENSG00000253500,1.4505791594504045,6.109293708617825,8.168194997301962,3.218618029053507e-8,4.2476102129419135e-4,7.4613326702333005,NA,Amide-Pos-000913,Anserine,OPC,10,0.02270515746112611,Organic acids and derivatives,Peptidomimetics,Hybrid peptides,map00340;map00410;R-HSA-70921;WP4486,C01262,NA,high,9,0.6263134801845488,FALSE,0.4708858730403689,0.6324555320336759,TRUE
ADGRV1,1.4314160083563945,7.845559377450154,8.456934653199284,2.3074642608033467e-8,3.0414686421648915e-4,8.284478035520973,NA,C8-Neg-002641,Lpc(23:5),OPC,10,0.01876612332408869,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,NA,NA,NA,NA,10,0.6927477082238526,FALSE,0.6242890236055296,0.6324555320336759,TRUE
GLRA3,-2.818556651549471,5.003580492992402,-6.626154091462816,6.058995173076375e-7,0.00789547661003582,0.526561093382492,NA,C8-Neg-003619,Ps(22:3_24:7),OPC,10,0.07011623845915882,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphoserines,NA,NA,NA,NA,7,1.1909630068895534,FALSE,0.46632296037524434,0.6324555320336759,TRUE
