"Compound.ID","Name","Formula","Sample02","Sample03","Sample04","Sample06","Sample07","Sample13","Sample15","Sample17","Sample18","Sample21","Sample23","Sample24","Sample26","Sample31","Sample33","Sample37","Sample40","Sample41","Sample42","Sample43","Sample46","Sample47","Sample49","Sample50"
"C8-Neg-002832","Oahfa(15:1_25:3)","C40 H70 O4",185575.443516591,296589.014296317,156403.267041435,222336.898799686,313400.20299969,145316.56892184,268901.317198942,202133.993545281,483004.962617133,87893.0611104388,247481.628926374,174619.408608385,271131.428752761,86453.2856132656,84630.4085363932,239068.422956047,207056.347597764,25867.5261627875,270417.704298603,234371.769206933,276702.383889763,114653.561794594,263814.023714859,NA
"C8-Neg-002972","Oahfa(15:1_27:4)","C42 H72 O4",54381.9400891573,90168.7337622003,136579.885769734,162491.639865969,143009.392590581,172713.387246544,61385.2989207234,60755.9581651651,205869.265541811,193618.689317187,213755.949798612,197428.67282542,NA,174916.546085284,174183.457658827,184131.558493292,145639.529133672,136203.392409871,63669.1122669273,295020.24974073,80895.3937719665,213050.176643913,38580.9945924214,198329.610887201
"C8-Pos-000696","Octabenzone","C21 H26 O3",151320.837687513,125048.255911261,178071.99772055,81128.4873020653,141900.978980398,145785.25011268,NA,77634.353818248,27573.4334118807,183586.438194244,79978.3695390117,96578.8692824779,106283.533619868,118273.381661194,46904.4574097793,127814.432873279,161443.706142003,149010.786449978,122350.092950063,124140.953037781,NA,115065.863660118,142536.521251542,142905.236697705
"C8-Pos-002408","Octadecyl 3-(3,5-Di-Tert-Butyl-4-Hydroxyphenyl)Propionate","C35 H62 O3",57455434.2398356,46961467.6757446,52341410.6467611,49424699.4409952,46682535.17648,51825536.6004684,51263420.8621486,51013738.0292124,59096878.7068904,53673325.964385,53446870.1043602,50049644.3447351,54954224.0002913,51538872.7337795,60864895.9899199,55162843.8891384,56749152.8982947,45028935.8311076,30597229.4743508,52283137.7392375,52064410.0067729,60033783.8004369,42402774.6966749,52287828.3028058
"C18-Neg-000283","Octanedioic Acid","C8 H14 O4",370975.168972541,148974.437197624,260608.815444684,216601.29583861,193937.711282863,224923.27964646,240095.532711319,237343.016273648,NA,149502.752875945,236940.37231877,181426.033308259,297450.792841804,212110.673076674,255513.017828073,185133.926710908,172022.136505709,137548.29224762,NA,165598.976465017,158929.334009957,153609.951516362,186592.672881048,194604.326910356
"C18-Pos-001599","Oleamide","C18 H35 N O",194269.27592261,198267.85784963,174389.645459196,182115.056699144,202603.439226629,160205.766421738,182481.538692715,166632.873840576,196276.446878252,190902.183576553,221694.614110007,179388.858014857,205168.435573975,193886.499113672,167045.266292259,192781.337300064,181693.475318318,175347.09597519,186056.235708917,182517.306340683,223350.135807677,205141.618287356,185062.872434172,190609.80996947
"C8-Pos-000689","Oleoyl Ethanolamide","C20 H39 N O2",1657581.25786056,2440009.33965815,2044217.56137671,4690895.82207097,3632681.16414669,2832138.87455382,1932929.6567795,3913293.64008618,4665274.08649207,2420818.57006318,5021279.01895652,3144808.70308469,3074735.1404417,3050509.35174038,1915451.40641805,2320753.08336065,3238879.31880562,1723700.88168299,4876864.40850011,3523628.87640012,3026053.53478174,1876135.74053972,3357036.6712927,1862154.30147703
"C18-Pos-003241","Oleoyl-L-Carnitine","C25 H47 N O4",54496.5219657943,171951.285114333,169465.139596702,98431.537961449,118032.901909123,343852.320745512,101750.501775257,364460.153410807,86931.7629286954,106103.978437106,109993.264628741,156688.245620718,81872.0740802096,234638.132454387,285702.505254635,50679.4818839815,105291.978200377,155200.461583229,620248.22085114,192821.778349046,165018.651734896,80866.7067207015,296994.395582035,99070.6674829755
"Amide-Pos-001163","Ophthalmate","C11 H19 N3 O6",1161584.01720996,2564448.75306698,628272.7110011,1156491.42835327,587592.026781345,491905.908123223,733769.873422326,34300.1174188259,1575972.70230318,298277.78638148,563311.113539882,31684.1054998713,496278.257368117,1029169.71957816,717908.809992472,1209370.93074296,584838.648126802,812630.104236377,633855.227711149,871268.280988968,597159.624729767,642717.258955467,597294.680661502,1117069.14323482
"C8-Pos-004019","Pa(18:1_20:0)","C41 H79 O8 P",748684.982621321,525625.361444074,62838.9445551212,NA,578240.636961936,NA,865723.444136439,NA,NA,38038.159700768,478692.538526452,882951.68083927,631661.674522655,441380.497929654,406233.022840424,161395.678055989,1219228.39074395,168532.19698358,NA,NA,179795.70311448,406609.699433701,67889.9521548906,NA
"C8-Neg-003516","Pa(29:1_20:6)","C52 H89 O8 P",877706.577359768,699054.699365118,484461.880921622,677823.184790574,742605.347305629,683462.958222693,740863.868227237,871732.847522352,816511.699346785,129415.500459508,971757.225603007,902033.051449819,683595.879224658,861420.217123551,876969.03292021,641692.026552662,800622.531717211,562533.855029736,793106.622827911,822204.442459437,910608.955195633,720805.188605947,655326.110734224,712489.536322461
"C8-Pos-000342","Palmitic Acid","C16 H32 O2",12969537.6054646,13412004.2307446,15044303.0735198,13725462.409141,15406997.6978385,12418983.8136976,13171842.140593,11595312.0071961,12926139.0814175,11714114.1973664,12228927.6086259,13293133.1387611,11071472.9024836,12394683.3280036,13705711.1079933,12381844.1272966,9158123.42483632,9420940.91830588,7488822.2631262,8106555.49056202,9917764.11337099,9312572.62436467,9126512.79352961,9531864.20065289
"C8-Pos-000148","Palmitoleic Acid","C16 H30 O2",2589881.70630303,2644026.33339823,2752156.473772,2825741.21401295,3188100.67396841,2686364.99607286,2743312.28947349,2782348.16544296,2533229.46944192,2623955.58113079,2739350.46847286,2683737.90705742,2615426.23572083,2724478.16749065,2342307.6072516,2518627.45359665,2560861.08299807,2806375.45280195,1790824.40859853,2466858.00815298,2829352.18564709,2359081.99844155,2369656.44509738,2664079.12214143
"C8-Pos-000497","Palmitoyl Ethanolamide","C18 H37 N O2",2273345.06700585,3937395.27477648,3790422.99530473,3857684.12486776,3768103.92742393,4461486.1798159,3604770.51733519,3749319.01091841,4438345.37546772,2834890.09992292,3066955.03564762,3624722.18964409,2848377.31339122,3016113.03610818,3686352.0511027,2705386.81121173,3568089.76849725,3058549.9899396,7154051.01483408,3382337.74047458,4173379.41850548,2763198.9919592,4515278.71030299,3102351.06563658
"C8-Pos-003642","Palmitoyl Sphingomyelin","C39 H79 N2 O6 P",9022731.85415606,17942168.3685191,12066549.8587346,8445892.72154565,9780546.87123021,11682332.3561346,12264541.4729609,14851462.5732708,10042417.1482878,9553444.24306215,22408946.8163185,21151824.575096,8865461.36929786,18770835.4054786,17147804.7474967,10540194.6431704,13626010.2072675,17704879.98912,19673269.3054755,14464231.8787199,22943449.9505932,9104147.91222376,23580192.9765254,13180069.3832267
"C8-Pos-001332","Palmitoylcarnitine","C23 H45 N O4",10608260.9106455,17925264.7793379,18953060.4985646,12719622.088004,14545993.638921,29889339.0619815,16675919.4444818,26269112.9838817,13600169.294841,13291208.48942,16583874.9943414,20669306.6355435,9990672.36910023,15380407.8745928,36668012.2672166,9635509.65625392,13632108.8433735,15539516.9698706,29981304.2808944,26137828.1592131,20523237.6692029,13929724.1502229,19298605.8532298,12279909.1314016
"C8-Pos-003874","Pc 16:0_16:1","C40 H78 N O8 P",46033.6540390773,325627.830283068,23358.1579942221,NA,22187.8618253191,29553.5135040705,58535.0424217138,24561.96806449,65967.2316879238,NA,46536.58938105,10460.9227428029,60930.124405356,NA,NA,46285.7873264854,NA,452969.067325571,NA,NA,NA,38557.095870676,NA,NA
"C8-Pos-004446","Pc 38:4","C46 H84 N O8 P",25880613.6154174,25813666.3884537,26617900.4103432,23680589.0093736,25543999.0807275,25538618.3623609,24999244.7765618,23188021.8200304,28073651.1276187,22701627.9620103,21437723.1788464,23039357.1272268,25680445.2316703,21633955.76514,23778174.5062147,22681160.4982547,22247259.314873,21214190.7380903,24591597.3229873,20174740.5783783,20261797.9489952,23010067.196354,22804370.3936069,21543515.6112182
"C8-Pos-004947","Pc O-42:6","C50 H90 N O7 P",190954.952464738,251899.647383323,131465.619525574,175919.997380111,124235.34163669,356979.944503804,208066.822883315,497191.893647239,238866.256866416,236780.528365247,478214.389727684,507267.530549637,137632.030629802,271700.502443848,391932.732567293,124635.548902455,308392.979872166,279929.266880779,251572.892765423,304815.344733749,501449.164674045,249897.24224944,335817.246595215,205295.170949617
"C8-Pos-005152","Pc(10:0cooh_30:8)","C48 H78 N O10 P",1715622.7553078,51202.8592704379,NA,57695.5858464066,NA,215606.720737505,118067.401443916,NA,NA,382017.821286669,1412140.24992176,NA,2133900.59384217,521707.725230375,122015.02040213,2334736.2215397,212230.731660313,NA,250744.038246849,NA,19573.1067743448,758442.746952344,22185.3995034792,95918.177139043
"C8-Pos-005020","Pc(11:1_29:4)","C48 H86 N O8 P",3400148.58614789,6480676.56519873,6402686.65366681,5667234.85354271,6676279.59413007,NA,4961587.20417523,3113566.78076792,4726471.37133199,2855313.0980247,3193386.30891203,NA,5016618.58878389,NA,5687604.00126532,2354270.99303666,2591811.6100248,2770461.39045583,3914718.16174535,NA,3563095.99416842,2909858.44875313,NA,NA
"C8-Pos-002985","Pc(11:2cho_11:2)","C30 H50 N O9 P",216116.441796142,NA,226625.34101474,97743.8891825684,49861.7109473369,114337.55002181,214872.924659562,136050.884401622,354453.526295547,233419.852327724,185005.111459636,214444.592379947,228127.559813563,181211.351050962,141748.214531066,253394.134296048,255648.340166478,293836.803545864,313459.276402415,271288.715691503,200470.918439114,240755.487070222,229049.2194199,301548.09371484
"C8-Neg-003585","Pc(12:1_28:3)","C48 H88 N O8 P",921299.443632283,769178.072628923,665406.528764139,585908.827656579,847790.334187901,842156.825359761,759153.857159617,916596.865096451,1027585.76633972,661742.639305197,863103.145632625,1199077.93164694,816663.084336207,805644.55758845,895410.78756332,634902.989984256,665371.477910282,426398.822709467,1046699.54020181,903332.565951425,868933.569874129,822595.828377876,753741.966805279,641814.538264587
"C8-Neg-002453","Pc(14:0_4:1cho)","C26 H48 N O9 P",108269.206646951,118575.148772913,128591.129189697,119887.361139113,128991.965286156,32959.234191857,91222.3754961753,36088.5637337183,131244.256751084,64978.4602168627,59573.1251348424,71075.2294485392,80315.3371698293,31681.7176011397,63312.7623084966,87984.1254884428,83079.4281475358,60146.9617349314,78837.1397201079,69450.7024735256,57398.4962194687,69500.3372158921,59540.3742420856,97407.5144675925
"C8-Pos-004855","Pc(14:1_25:7)","C47 H78 N O8 P",1135259.49896573,1020140.71480731,599975.767930785,352607.61985154,1236536.47913693,197708.783011568,1316194.87443421,422319.121411234,306299.935943395,434546.478780972,715499.773633481,1495570.0319812,1366949.21405253,1020060.58793699,455498.949131115,748247.673273902,1586632.27268328,605879.961050569,305638.693338563,398018.000909127,801429.116104162,1063166.65577624,634579.648382804,891506.21413003
"C8-Pos-005214","Pc(14:1_28:3)","C50 H92 N O8 P",1174962.98899376,953340.718539797,614267.463459196,1340756.89254487,746210.752330784,903040.207929364,623780.560173558,1569853.76464009,1004825.85985837,965202.976344644,99418.4275499991,813054.46405005,1158926.01526147,1686364.12639449,1179380.44261236,962243.359749761,1260928.69436813,1215683.0167303,668778.676435411,1326305.75160666,1319625.14959438,1131119.65988841,1247544.9613724,1031114.4346629
"C8-Pos-004631","Pc(15:1cho_22:2)","C45 H82 N O9 P",273922.7740288,250480.156734922,292203.373732189,380806.865209069,412419.221867506,205226.386738919,350669.179189827,237345.771975672,137121.879322857,329520.9497544,481403.979705178,210443.145048112,190002.54347551,245116.433727379,315410.220155838,240653.565385312,283327.268421722,317155.426920822,128543.347686139,283486.385389506,315456.684941787,409864.430376427,321562.669178514,330401.45394559
"C8-Pos-005208","Pc(15:1cooh_27:7)","C50 H82 N O10 P",2592809.38966225,2619093.89545525,2268819.91523834,2230065.88233879,2162562.57096246,2910588.8878621,2163966.12426124,5049183.15286524,263093.305969849,6272494.8363776,6316786.06884207,7591315.771937,4347423.24366629,7831672.62740905,153785.744263536,4769480.81763992,4536182.69137264,4723476.86577174,296760.288841129,8158070.38584388,3484558.30971455,3179430.15600877,3514879.06718297,3455321.07782057
"C8-Pos-004614","Pc(15:2cho_22:2)","C45 H80 N O9 P",420514.719870222,386505.045245211,356391.362016994,488672.24946168,362751.481109314,241100.615731001,266293.152991091,303841.674674282,286766.114886643,386596.842784782,534336.474112867,156601.118173703,331550.059224293,289684.531095948,307289.588562055,451889.04653483,328894.636517468,529437.551150669,189470.466971357,393923.225783748,238613.691527952,609814.332959104,313638.664140343,451106.335477142
"C8-Pos-004775","Pc(16:0_22:6)","C46 H80 N O8 P",9705781.31534745,8701217.96811728,9496167.01611838,8702929.01893483,9617391.72802355,8342843.81654974,8341259.86772085,7548235.14859942,10345737.922195,5198623.09425888,6329015.94292352,6730057.69008088,8853097.86157202,6667148.34247594,9537022.03624315,7154211.15151769,8306059.47177939,7440977.74025358,6712627.71228274,5441943.61221115,7150076.66993185,9043826.33048595,7174317.15222946,7307877.04531047
"C8-Pos-004801","Pc(16:1cooh_23:3)","C47 H84 N O10 P",596846.948669827,187506.683011831,572295.552446232,412606.12204496,911594.645421668,815048.85411888,808086.94025755,6914367.38009745,2006148.6188308,565542.45875988,353526.019810033,1434347.06588268,273198.241725389,5593996.84122546,29053014.7044395,414708.52367587,751811.509413383,1621512.90718425,248959.523301547,622489.731340963,233665.081172383,618377.169070481,1529529.01926173,208434.83567753
"C8-Neg-003462","Pc(17:3_20:1)","C45 H82 N O8 P",162606.946944794,160404.014121381,136752.106823463,72310.7489983585,170325.256281991,169754.497242477,163768.594530794,149929.843346817,162470.175617997,65402.1882904109,146320.407984764,171152.400085194,162704.400988809,78506.8761090673,177155.925905655,140559.633297294,130784.639205785,117025.814199159,153762.220825413,151062.521043504,155997.647378995,NA,NA,119174.932931186
"C8-Pos-005012","Pc(17:4cooh_23:5)","C48 H76 N O10 P",7554464.95335751,8442895.47595967,14104002.152859,6832605.47542737,5402597.62345112,12225399.1259931,10017620.019118,15216708.62231,13529872.4571512,14488654.1575616,13708532.0237042,27094488.3713351,10784499.2413971,17502567.9301462,13380502.89499,12738163.2918677,15763793.2238152,13162642.0638644,20306511.0719135,22412769.801093,13259939.2097935,10415680.0923965,12274692.0402171,16067014.1442535
"C8-Pos-004302","Pc(18:1_16:2)","C42 H78 N O8 P",2940086.37938841,2520620.19212843,2491345.57285559,3273805.36529342,2661835.45975526,2042592.37554435,2371388.27179313,2262297.08635496,2950331.4379254,2308524.75972697,158036.147696036,NA,2616683.91052232,2807742.93255992,3704801.10877955,1941398.66168793,2432384.28542314,1815328.29998637,799928.304464385,5531896.68104569,2243838.21475589,2813752.56367717,2260414.25393035,1947790.70917412
"C8-Pos-004991","Pc(18:1_22:6)","C48 H82 N O8 P",5944639.49929499,5465619.04789204,5364190.02364911,6902448.99502597,6943207.65405174,6387592.55721912,6058268.29097786,5914804.66203501,6753926.94989125,3954625.76567347,4984502.79066495,5931672.14957493,6587591.17171988,5467437.62538035,6920170.32149687,4818665.74184298,6152498.96404145,4946653.53412681,3721114.16921597,4727951.3028407,5691438.28883344,6379641.44388781,5111550.41035343,5107781.76211544
"C8-Neg-002843","Pc(18:1_5:1cho)","C31 H56 N O9 P",67667.760236758,67034.305512157,74942.7493332408,76603.2599376964,74078.6221246627,33202.5975873509,71145.6416747775,43135.0799275794,169194.819165698,40755.2951293472,79110.7130992473,63458.579026629,54891.6556557459,38821.0004474689,59970.7747171465,53264.0618064267,74878.5724389303,57340.8111631174,99632.6567640508,86817.2992013485,68173.7489966739,54631.0105463832,64857.6324753103,55695.8708167076
"C8-Pos-005013","Pc(18:2_20:4cooh)","C46 H78 N O10 P",1130914.28068974,1006184.34476783,1413198.46034423,NA,690296.404025796,1004166.79477745,NA,1359218.3730885,1518827.94030807,1484396.91172968,1048754.73653543,2168813.85226903,1409023.01532953,1594265.65337337,1020443.49249821,1219597.20273141,1316364.19448618,1308647.96962537,1520910.16410128,1664472.76790819,1076167.75564977,1119389.96856642,1093922.88999838,1387201.52475499
"C8-Neg-003730","Pc(18:3cho_26:8)","C52 H80 N O9 P",114325.658945049,116721.530756014,120954.882487038,69655.5469766583,97492.6145127899,88432.360139321,89539.302114936,85518.9761054027,88879.1018802264,37446.043727686,61901.200754979,106778.149615771,91266.1893547931,66810.5285069701,97464.7698902043,93437.4834919634,82439.8041106835,59462.7255329901,53826.3459723137,73769.973308804,76786.5556384963,72046.2553748737,76750.7722004344,68656.9865135466
"C8-Pos-004340","Pc(19:1_15:0)","C42 H82 N O8 P",230827.581876176,194626.444306817,30190.9596675383,22971.3636616087,NA,83137.7964639298,32713.8808661259,68617.6410393651,302773.687387236,38080.0516234277,129931.840274893,NA,NA,50837.5728756231,NA,NA,26536.7209720643,11738401.7606735,NA,221855.948713472,NA,138697.724244864,117514.826606737,NA
"C8-Neg-003578","Pc(19:1cooh_23:3)","C50 H90 N O10 P",741203.768982402,678789.469694032,521591.511535286,440704.534897662,581752.499300796,479100.890295003,481154.710379966,670358.857784825,993475.460103115,496306.824113334,556561.433844093,574086.171354049,NA,NA,450429.335462018,NA,443692.907913269,1953629.8901253,587222.592404704,609060.87062229,415220.778636595,513622.757225044,434901.001828054,510991.559208307
"C8-Neg-003658","Pc(19:2cooh_21:6)","C48 H78 N O10 P",78856.5003519973,71062.5514958757,63359.2063238087,92443.4326614076,130155.125225434,58176.5627009156,28025.6207117991,60370.5616919472,136897.214452595,33120.1168325561,62824.9343102533,66392.0071785694,127257.520708977,30988.9930915081,24585.0023022164,62932.6742469075,84151.2822611368,59740.6352868959,53701.2945654778,57068.5881320749,71242.3790428262,72762.5780575806,60475.744326717,48202.8673021639
"C8-Pos-005546","Pc(19:4cho_29:7)","C56 H88 N O9 P",293747.023298125,326558.731909684,317248.692812645,313831.106614013,310147.167382797,285903.84051464,294288.035630552,298125.973257124,253418.874668812,248438.827984277,220818.047936264,283685.026249845,260488.220464645,243022.257243846,272224.482579906,287033.392804427,284896.521825176,288024.665475181,222602.070638306,258907.776900785,313679.835087691,276952.029984267,314631.381399776,322541.657487663
"C8-Neg-003610","Pc(19:5cooh_25:8)","C52 H76 N O10 P",450619.366069258,421494.443217288,309585.603067733,226448.52321898,191444.960496378,NA,NA,388527.931669902,452790.833360054,482473.443769334,227175.733713847,449910.257155849,346417.279482644,497879.735974855,NA,650241.769604056,261866.390200791,405049.370492436,522932.05364208,501556.227077155,215409.187603124,253155.03003197,257182.592659967,448037.223389185
"C8-Pos-004510","Pc(20:0_18:1)","C46 H90 N O8 P",189971.763191669,226027.722472498,102423.416529903,168205.280338501,117006.012697115,347466.649095354,107347.435128465,250748.075848965,249455.298896162,182665.041169642,545728.042630651,654396.359495524,160434.982995639,396112.942239844,191661.37229012,186422.844728692,452023.907798827,577288.11780776,646600.796577144,334275.990789921,765524.145697686,280714.364832772,594169.883724091,358292.673462737
"C8-Pos-005193","Pc(20:0_22:5)","C50 H90 N O8 P",210978.666892503,242547.708188096,304224.552450733,230817.648686923,NA,437149.507824364,89979.4070178026,580416.348037129,314154.757277228,NA,714158.787221477,NA,312922.754905628,NA,294587.40363266,390218.996822946,459936.645221589,341533.283783464,NA,551889.98082006,629948.737257704,535797.401736921,378867.466803124,NA
"C8-Neg-003571","Pc(20:2_21:4)","C49 H86 N O8 P",4017120.44503627,3547059.35474903,3044601.94748461,3091140.57027472,3857916.23802655,3322113.37262259,2922988.31381108,4093805.22136073,4615545.59026224,2848536.45735966,4023166.16229435,3461107.3398654,4044403.7984328,3476207.07858699,3474235.53665014,3307158.90366415,3574136.39234262,2698016.30456658,2983979.00689656,3723343.54007493,3667755.4425998,3726737.05108642,3153200.4347187,2814166.22827897
"C8-Neg-003470","Pc(20:2cho_22:5)","C50 H84 N O9 P",50180.4352182458,20791.7214105318,89309.3523000026,NA,68122.8386830846,77086.7581796011,NA,85461.7888077081,NA,NA,NA,47153.0219765035,69628.2885738508,43182.5039715974,118507.830368025,33871.9250410539,45358.8560567569,9337.76190619633,82439.4574596717,NA,NA,15253.4655558621,27807.3392248704,55300.0801004709
"C8-Neg-003713","Pc(20:3_25:5)","C53 H90 N O8 P",183381.395532799,193504.812694948,120973.471154158,102677.694648123,123868.542516831,129175.92887305,104012.000489149,236138.037781587,150945.09128577,80658.7324195842,140463.656408026,57796.2476387858,179291.329318674,125464.027451936,127010.544244988,98014.0578288529,72304.0255182658,69643.4720816773,48715.8883245537,167121.466623347,122005.169801377,108739.633387287,101053.544770323,89403.6982168879
"C8-Neg-003538","Pc(20:4cooh_23:6)","C51 H80 N O10 P",434627.691471103,434825.825278655,330756.647739714,300188.622943997,321658.294305619,658798.117595829,486031.322902825,735470.185439496,555993.36617676,623292.327440081,1148627.5214677,1066360.4339219,407909.981455092,653380.141391776,726895.764778513,467470.391664461,491877.799442444,413564.934667507,426582.281615173,895772.981794424,180734.201089882,504429.711550725,545832.496571698,499994.322836817
